;idigbio_coreid;key_scientificName;gbif_key;gbif_scientificName;gbif_status;gbif_rank
1120;7924475b-6e54-4005-98a5-c84cf762ff68;acrophorus nodosus c. presl;;;;
1121;10fd8c39-b613-435e-9bf9-2059d7839d92;phaleria coccinea (gaudich.) f. muell.;;;;
1123;d096d69f-ecf5-40ad-a2d5-b56b589ecd51;orchidaceae juss.;;;;
1124;a6f67875-29ab-44fb-9ca2-9aea232b5a41;rutaceae juss.;;;;
1125;5236bb1a-e34c-4141-9787-4e7f3c6c1cba;commelinaceae mirb.;;;;
1130;c841f883-090c-4bb0-b6f2-5c2defa164b0;barringtonia j.r. forst. & g. forst.;;;;
1132;edafc151-3d57-4d74-a1ca-1a75b2005052;calanthe r. br.;;;;
1138;1b7f49ab-d249-48fb-8bd0-6aaea699f7f9;acrophorus nodosus c. presl;;;;
1140;456b6430-6dcc-426b-89e7-fe6f7ff3e277;undetermined;;;;
1142;9b10cf88-3859-4e53-9907-cb4fc8927532;orchidaceae juss.;;;;
1145;a56e5c79-b284-4871-a115-f919e29bcce3;embelia burm. f.;;;;
1146;ce7b6216-ca03-47a2-ab44-062a815aa4cc;embelia burm. f.;;;;
1147;91b04fd4-19bb-4a4f-a899-45e5cec01faa;embelia burm. f.;;;;
1148;f86c4b6c-e4e9-49f1-89c0-4d0fe29884fc;hymenachne auritum;;;;
1149;468531d2-3e3a-4df4-811d-9e6f4f16884f;nepenthaceae dumort.;;;;
1150;4bcda9b7-bd14-4b37-a17b-7a71529901a8;apocynaceae juss.;;;;
1153;c807d056-c223-4b55-8dd9-a2c746c243cc;syzygium p. browne ex gaertn.;;;;
1154;9e501bdf-9d82-4b9e-8e51-3146ba9dd36c;dipodium r. br.;;;;
1159;255d4073-5da6-49f2-abe4-949fa901d074;dawsonia longifolia (bruch & schimp.) zanten;;;;
1160;2287bc26-4742-4abc-b3af-5c8853f6d69e;syzygium p. browne ex gaertn.;;;;
1161;7b9a87af-ca80-4713-a2df-f34a35a172f2;grammitidaceae newman;;;;
1166;22ded31d-6196-4b27-bc47-2716c93dad56;helicia moluccana (r. br.) blume;;;;
1167;976e3332-bf60-4537-b271-0d34d3e0fd8b;alyxia banks ex r. br.;;;;
1168;54789bcf-c17e-44d9-9fdb-9c356c3c2a20;helicia moluccana (r. br.) blume;;;;
1169;9da71be0-623e-4ff7-a3a4-45cc26303c3d;sapindaceae juss.;;;;
1170;3572a136-ffef-41fb-9630-fbf49339f6f4;orchidaceae juss.;;;;
1171;5b5512e5-17a9-4212-92e7-47dc17099c71;orchidaceae juss.;;;;
1173;9250aac0-2773-4280-ad23-cf7b7a3f0b9d;apocynaceae juss.;;;;
1175;e8b7b865-4f30-48de-a7f2-d09300c97864;syzygium p. browne ex gaertn.;;;;
1176;01d85f67-421b-4fcd-92bc-f8ac2efd630c;syzygium p. browne ex gaertn.;;;;
1177;eb5c1af7-1955-428b-85f1-957e635e1ad6;aglaia parviflora c. dc.;;;;
1178;161a9160-e5ab-47a5-8ff6-280fdcfbac4d;orchidaceae juss.;;;;
1179;dde49070-3ab1-40c4-a01b-a8e8bcc52d29;alyxia banks ex r. br.;;;;
1181;30f6fc01-f8cb-4c1b-a010-61ef53c27ff0;sporobolus indicus (l.) r. br.;;;;
1184;049a72ce-0fa4-4d86-8f97-ed02cf6ba3cf;ardisia imperialis k. schum.;;;;
1185;a99f86f8-f1dd-4cec-ae97-c5d459b3ee1b;euphorbiaceae juss.;;;;
1188;0c592c63-1bec-4b38-a344-f29e15466e82;orchidaceae juss.;;;;
1189;4da8366c-6510-4b7e-a2d3-ff8cb1ddc3a2;bambusoideae luerss.;;;;
1192;db1f2351-4909-467c-85f7-fc073c8d538f;myrtaceae juss.;;;;
1193;1f69cd53-bbf4-477c-a43b-68ad59dd7ed4;syzygium p. browne ex gaertn.;;;;
1195;9c9ff349-52df-4074-88c1-6c69abbd585b;syzygium p. browne ex gaertn.;;;;
1196;d2f19caf-dd24-45c6-83f4-93616019dd26;claoxylon a. juss.;;;;
1200;c32663f3-7cd6-48b4-a358-ca11f51a1562;alyxia banks ex r. br.;;;;
1201;61e12bd5-7252-4f18-b672-0694f8c27998;syzygium p. browne ex gaertn.;;;;
1204;e904d600-eab2-4805-b6f1-66e1bef2c522;syzygium p. browne ex gaertn.;;;;
1208;c174f782-a2b0-4531-8c11-80af84a368c7;ardisia sanguinolenta wall. ex blume;;;;
1211;42e09a85-6913-4156-acc5-92a0d9edd740;vanda jones ex r. br.;;;;
1214;961b8917-c019-4afd-be5d-65bca3e76879;ardisia forbesii s. moore;;;;
1219;2544d867-07c7-4307-ba87-ac27831dbff4;syzygium p. browne ex gaertn.;;;;
1220;faf01f9f-946a-4fbc-8d6d-c9744e1b9f78;calanthe r. br.;;;;
1223;bd53cbee-3245-4a57-adbb-6634a92008ac;orchidaceae juss.;;;;
1225;9d286703-f348-412e-896f-03efee104e44;daltonia contorta müll. hal.;;;;
1227;c20ebc19-e214-46be-a00d-b92a777497c9;syzygium p. browne ex gaertn.;;;;
1228;e53c7ca1-1fc9-4582-8754-8e26400189c3;sapindaceae juss.;;;;
1231;b01643c9-dc2e-4389-9da0-7fa14c56b84e;orchidaceae juss.;;;;
1233;c453c113-f785-4db6-9e04-fc57daf5cfea;syzygium p. browne ex gaertn.;;;;
1234;cf90637b-4594-4675-9f5c-51418911939c;alyxia banks ex r. br.;;;;
1235;f7db7f9d-eae1-4406-b8fc-462aa030ebdd;alyxia banks ex r. br.;;;;
1237;7619b8db-193b-431f-b0f6-34fb0b20d40a;sapindaceae juss.;;;;
1238;171682e5-a04f-4891-9e59-cd0fc64a080b;thelypteridaceae ching ex pic. serm.;;;;
1241;fb065776-b67f-43fe-92ef-f79dac7e39bf;dipodium pandanum f.m. bailey;;;;
1244;b721dc1a-ef54-4fc1-9dcd-ae29b508a88e;orchidaceae juss.;;;;
1245;f942ba35-ab71-4904-aac5-df5b06aa9e90;orchidaceae juss.;;;;
1246;6b8b9635-d16e-4186-98e5-02926bf89757;orchidaceae juss.;;;;
1248;035c0487-7007-4585-8a7c-8cd1820d5d1e;ardisia sanguinolenta var. parallelonura (k. larsen & c.m. hu) k. larsen & c.m. hu;;;;
1253;a9936d11-8b04-4d67-b812-803a7dda4ce9;syzygium p. browne ex gaertn.;;;;
1256;2820ddf2-f48d-4259-8784-8cdcf600b19e;leea indica (burm. f.) merr.;;;;
1262;0cb4c073-adac-4262-b409-c0433dbfe07d;ardisia sanguinolenta wall. ex blume;;;;
1266;c056da7d-2119-4834-8eb5-bf8ba3314eae;syzygium p. browne ex gaertn.;;;;
1267;48c2de51-6525-464e-83bb-0bd3ecb821da;syzygium p. browne ex gaertn.;;;;
1268;d909b229-a5f3-49be-bd4e-80aa2a336009;syzygium p. browne ex gaertn.;;;;
1269;9d8fb23e-b64a-466d-b42c-179c0d72975e;syzygium p. browne ex gaertn.;;;;
1270;ddc27edb-f323-4a79-af71-1b0b39acbbed;acronychia j.r. forst. & g. forst.;;;;
1271;34bbf4fa-724d-4682-ba6a-14efc7f68951;alyxia banks ex r. br.;;;;
1274;b990cc01-f146-427a-836e-ca51219419f3;cordia dichotoma g. forst.;;;;
1275;1328ff56-4926-44b9-a2bf-381c8a0e20dd;syzygium p. browne ex gaertn.;;;;
1280;5430f9a3-6a1a-4375-8cff-cf454a6daa52;diplora schizocarpa c. chr.;;;;
1281;8ba1223d-e11e-4e9a-b6c7-4332d19edb62;diplora schizocarpa c. chr.;;;;
1286;6d248594-eaad-4f57-8b94-9cc70c13190f;apocynaceae juss.;;;;
1287;a9beed35-6d85-4861-9b82-90ae1776085b;rubiaceae juss.;;;;
1288;2e243d4a-f604-42c3-9a21-525f9a3f251d;orchidaceae juss.;;;;
1289;74d2dfca-4538-4f59-9132-376bb42cf22d;orchidaceae juss.;;;;
1292;106af4a4-8a75-4790-838f-da1dad7abc5e;harpulia g. don;;;;
1293;5338728a-2802-4627-9461-0cd75eb992ef;syzygium p. browne ex gaertn.;;;;
1294;f6cb597d-f8f9-40c1-a0f8-048001854edf;alyxia banks ex r. br.;;;;
1296;d8f8fa54-9841-4705-90b1-576d3222504c;syzygium p. browne ex gaertn.;;;;
1297;cd330a95-555d-4e9e-bf61-2e3bce230bc7;orchidaceae juss.;;;;
1298;66b75d52-8dc0-4565-a28a-5d0c31689a0d;ardisia javanica a. dc.;;;;
1301;55b21107-e082-4495-88f6-337a3de10395;polydictyum ternatum (baker) s.y. dong & c.w. chen;;;;
1303;29d7bada-8523-468f-8a41-f8980458ec44;alyxia banks ex r. br.;;;;
1304;3e84e996-dae6-4a4e-b81c-a3a6d95768af;orchidaceae juss.;;;;
1305;e0d98a7c-24dd-4537-bfde-1e4c4892c14e;orchidaceae juss.;;;;
1306;98fb9ad0-6149-40f5-989c-9eb6945b1c81;orchidaceae juss.;;;;
1309;b06eba63-bfd2-4c22-a2f0-4d61ab21e42b;melodinus j.r. forst. & g. forst.;;;;
1310;2cda63f3-5897-417c-9d9b-5dc85254be75;orchidaceae juss.;;;;
1314;8bb230bc-347b-4d28-b649-719359fb7a27;madhuca ham. ex j.f. gmel.;;;;
1317;09b091fe-eb5f-48fc-8177-c274f54987bf;syzygium p. browne ex gaertn.;;;;
1318;22b9e212-d11c-4dfb-9516-0e1760e21830;syzygium p. browne ex gaertn.;;;;
1321;7bee9503-d1f8-4ff6-8636-c6c3a0009678;orchidaceae juss.;;;;
1329;51d781b8-e036-436d-8f13-b04d28a0a5f2;mallotus penangensis müll. arg.;;;;
1330;68d6fa55-764a-48be-8fa5-9b6b6f31c42b;leea indica (burm. f.) merr.;;;;
1331;a3df8a9d-f616-45c6-a179-da97cd2d16cf;melodinus j.r. forst. & g. forst.;;;;
1339;dd8964c0-cf33-48cb-9104-203c42940f68;cyrtandra sp. nov. ined. ex phillipson;;;;
1340;0cba3266-b043-4cf2-90b8-d4d131efd4ca;helicia moluccana (r. br.) blume;;;;
1341;c6c63b42-7c77-418f-b9d5-6eb850e0733e;pteridophyta schimp.;;;;
1344;5faa940b-1c7b-45f9-8d3c-af2f9b07511e;funaria wichurae var. brevicapsulata baumgartner;;;;
1352;305c4d9d-0385-4279-819f-f5abac5b359b;alyxia banks ex r. br.;;;;
1353;89feff3a-aea5-4c0c-be96-8238e418440c;syzygium p. browne ex gaertn.;;;;
1359;0f8f8ba8-a74a-4dc0-b156-bf07f5cf94f3;syzygium p. browne ex gaertn.;;;;
1362;113b9b3f-a9f0-4574-9c54-95912848cda9;asteraceae bercht. & j. presl;;;;
1363;d7c52aaf-604d-44e4-a4df-60cb0eec92c4;alyxia banks ex r. br.;;;;
1364;bed531c9-c90e-442e-939a-c426e2cb6e54;syzygium p. browne ex gaertn.;;;;
1371;ec708235-4538-4a0d-b0ec-fbd31e12fd99;syzygium p. browne ex gaertn.;;;;
1372;9e3b5050-75ec-4880-acfe-ea381b0cfcb1;syzygium p. browne ex gaertn.;;;;
1374;6edd666e-2711-435b-a9eb-cf0c69db4d36;syzygium p. browne ex gaertn.;;;;
1379;e46bda84-15bd-4be5-9b45-b05efbfa85dc;myrtaceae juss.;;;;
1380;173d5cd6-199a-4047-a858-47beb4ca1b50;orchidaceae juss.;;;;
1388;c543613c-111b-4e37-a140-50e3cf83c418;ardisia sanguinolenta var. parallelonura (k. larsen & c.m. hu) k. larsen & c.m. hu;;;;
1390;9d7e213a-7600-4ba7-b161-a15ce6e7ee6f;syzygium p. browne ex gaertn.;;;;
1391;6992bd99-673e-4a3b-9ed1-2bd6cbcaee14;syzygium p. browne ex gaertn.;;;;
1392;a4cf0e48-fccd-4520-a226-e7952bf5fa85;nephrolepidaceae pic. serm.;;;;
1402;fa90cc53-7d59-4d58-8f7a-4a1a4d669c98;sapindaceae juss.;;;;
1403;ae9d1979-dec6-40c1-818c-8e53a7d50814;orchidaceae juss.;;;;
1404;a9ac4d9b-6f36-4380-97c7-bc7131309cd5;orchidaceae juss.;;;;
1405;1bcb3392-c5b2-4b3f-8b9c-0612ac80273b;madhuca ham. ex j.f. gmel.;;;;
1412;57a41c3e-7977-4e2e-ab18-895259a576f8;barringtonia j.r. forst. & g. forst.;;;;
1413;f73f145c-f9a1-41a5-bd30-af86291b6ef1;apocynaceae juss.;;;;
1415;5f17e022-1363-4467-b3cf-20571e292982;syzygium p. browne ex gaertn.;;;;
1418;382ba855-6a10-4f13-866e-cde01e16f483;melodinus j.r. forst. & g. forst.;;;;
1419;f3448f15-4277-4322-9ee0-069dcb54febf;melodinus j.r. forst. & g. forst.;;;;
1420;9fd4d670-253a-4572-8062-983912db825e;sematophyllaceae broth.;;;;
1428;7610305e-b3cd-4f1e-8280-02451f02d2e1;araceae juss.;;;;
1430;cac664ec-9707-48c5-8679-7f0422e4599f;sapindaceae juss.;;;;
1431;aced9ada-0814-4ee0-baa4-39b4aa0c8e92;orchidaceae juss.;;;;
1432;f79c4cf9-9da7-469f-8dc0-9675d722bc23;orchidaceae juss.;;;;
1435;c61c6823-d48f-4de7-b1ed-8ce8ae4fa142;syzygium p. browne ex gaertn.;;;;
1436;7c0e66c9-3de6-4a53-8443-c32f5f3498a7;syzygium p. browne ex gaertn.;;;;
1437;3fa619a5-5227-4dca-829c-18b7134576d2;syzygium p. browne ex gaertn.;;;;
1445;9849509d-1ae7-4e52-acd3-8898ab8d2b73;syzygium p. browne ex gaertn.;;;;
1446;34b44003-21ee-4308-bf64-5efba5005747;hymenophyllaceae mart.;;;;
1447;43f16c06-5365-4589-b52a-49375ea1b70c;dilleniaceae salisb.;;;;
1448;7f1cac2a-c132-4a81-b03d-4eb0c25a2e2b;dipodium r. br.;;;;
1449;e904cc3b-b7d5-412f-8564-24c2fe85ca1d;cephalomanes c. presl;;;;
1451;721a1324-1478-48d6-9174-f96b66598198;apocynaceae juss.;;;;
1453;e1b3e393-4739-4668-a8c1-f6c9423543b1;barringtonia j.r. forst. & g. forst.;;;;
1454;4c61f953-9a70-4590-9ce0-2caf6706ab14;orchidaceae juss.;;;;
1455;c5df9e6f-58e8-412d-a202-19a9d8c22970;davalliaceae m.r. schomb. ex a.b. frank;;;;
1456;3fa1eea1-9f11-4b02-83a4-41ee2bc4176b;syzygium p. browne ex gaertn.;;;;
1457;aab5e71a-5aa5-4204-a527-7fc621e894b4;syzygium p. browne ex gaertn.;;;;
1458;63ff4751-5c2f-44fb-9613-1ddb90bb4281;alyxia banks ex r. br.;;;;
1460;02a6b8e3-beef-4fe5-801c-820092694c59;sematophyllaceae broth.;;;;
1464;ac7e4d6f-4879-4a61-892e-29b7d9935fd7;glochidion j.r. forst. & g. forst.;;;;
1466;12ac78ed-aa2b-4503-b104-4b8fa403cd3b;acrophorus stipellatus t. moore;;;;
1469;d378fb8f-0009-4697-8e74-c8d2db3be112;syzygium p. browne ex gaertn.;;;;
1471;fe8cd01b-df29-4762-a7d3-99e23cf53c24;orchidaceae juss.;;;;
1472;91fe99c7-4637-427b-a428-91c07096e21c;orchidaceae juss.;;;;
1473;4170a4ee-24ec-481e-8431-acee134d6b80;glochidion j.r. forst. & g. forst.;;;;
1477;9f0b9848-48b3-4e2f-9a73-fc8406a3d9d2;pometia pinnata j.r. forst. & g. forst.;;;;
1479;4dcdba01-9d81-4ba1-9fe8-7d2e99f67e80;nepenthaceae dumort.;;;;
1485;ce72ac02-a64d-4a7e-aa55-11a99c22e852;syzygium p. browne ex gaertn.;;;;
1486;25072eb1-ce3d-4829-af13-2c2f5ef84f10;syzygium p. browne ex gaertn.;;;;
1487;f5196c47-28c3-4009-a7d5-0acc81e403cb;syzygium p. browne ex gaertn.;;;;
1488;d4a6da3d-2a57-43ae-b32a-2e2f5894c04c;syzygium p. browne ex gaertn.;;;;
1489;e0c76d2f-3d51-4147-9abb-407737aef42a;dipodium pandanum f.m. bailey;;;;
1494;78a09238-1492-4428-8fb1-c12cf95f0474;syzygium p. browne ex gaertn.;;;;
1495;db6c90a5-74a7-4c86-a2c9-f6c632eef429;vanda jones ex r. br.;;;;
1496;dbea9fa9-d61c-440d-b8e9-28ea65650354;syzygium p. browne ex gaertn.;;;;
1501;96fe5984-2ae5-4955-9ee4-e14e2c03285e;vitaceae juss.;;;;
1502;90c5450e-6264-497c-95c8-38b473711647;monimiaceae juss.;;;;
1505;0c74597b-66af-494b-8322-debceb0b832d;calanthe r. br.;;;;
1507;ceb3cc69-9e97-4333-879e-f51098a317a2;ficus septica burm. f.;;;;
1509;0624084e-73b1-45bb-85b4-78f8e4c63930;madhuca ham. ex j.f. gmel.;;;;
1511;ad541244-16b5-410e-9a45-f888b9400a4b;syzygium p. browne ex gaertn.;;;;
1512;bce366fb-7c37-468e-bbfe-0489fa483284;syzygium p. browne ex gaertn.;;;;
1513;e1efceba-dfbd-4053-863a-bbfad0e401ab;ardisia sanguinolenta wall. ex blume;;;;
1516;fae2e36c-4884-499b-8ccc-4a336acc58c0;monimiaceae juss.;;;;
1517;8bb8cf4e-5579-448f-b8a0-5861c5cc9eb2;primulaceae batsch;;;;
1519;8be7dbdb-9a3e-4d3f-a321-019fb2df291b;euphorbiaceae juss.;;;;
1520;78238f10-e7f6-4454-902b-5bcf470cf2cd;arcypteris irregularis (c. presl) ching;;;;
1521;de57b86a-bfaa-41d1-94a4-77c956e11df9;orchidaceae juss.;;;;
1525;abce4a60-1b67-4c5c-b5a5-50cd0294baf2;vernonia kabaensis j. kost.;;;;
1529;35e9ead1-38f5-4705-825c-81451711e974;colysis macrophylla (blume) c. presl;;;;
1530;d809bb36-629d-48b9-aa1d-1bfd354f7866;urtica longifolia burm. f.;;;;
1532;4a0f3d20-9ff9-43d0-b0c4-8c2b8fcefe60;rubiaceae juss.;;;;
1533;8534d3ec-f101-4251-9a28-4d77155cac3c;rubiaceae juss.;;;;
1534;e723c4fa-a1e4-439b-a2c2-6545eb056c0c;orchidaceae juss.;;;;
1535;721ea5df-ca47-4992-86a9-8bde4a729579;orchidaceae juss.;;;;
1536;529ea595-1999-41ee-8860-ef4bd1f3a256;helicia moluccana (r. br.) blume;;;;
1538;66328ef2-d666-458c-a3cd-d6cf54ad74ef;euphorbiaceae juss.;;;;
1541;8d47ecb8-6605-46e8-80d0-f67a4ed4c89b;syzygium p. browne ex gaertn.;;;;
1542;f5645d0f-115b-485e-8e45-4f58d8a0c074;leea indica (burm. f.) merr.;;;;
1543;28d1bf18-c2d3-4bb8-b0e4-86e7665a2cbd;leea indica (burm. f.) merr.;;;;
1547;b1a8e24c-75b4-463a-b5fc-4132b2329e76;winteraceae r. br. ex lindl.;;;;
1548;b29932ae-ab28-4452-9380-44f3a2017ba7;litsea garciae s. vidal;;;;
1550;3370c5d1-27fb-4555-82c5-d6274c6c60a5;microstylis koordersii j.j. sm.;;;;
1551;f620c6dd-94dc-4e6d-9206-a27e4218c391;glochidion j.r. forst. & g. forst.;;;;
1554;82041155-8397-4cba-8115-6ddcb7bcd55b;orchidaceae juss.;;;;
1555;50801682-b938-4403-8c5d-5d42fe453705;cucurbitaceae juss.;;;;
1556;cefe9446-62d1-428d-bb8b-659e16916cf1;orchidaceae juss.;;;;
1557;dc832272-0b13-4d49-bbfe-21f4d365a4b2;euodia j.r. forst. & g. forst.;;;;
1563;a678a2e6-8a2b-4da1-a4e3-4b7f9febf6f4;syzygium p. browne ex gaertn.;;;;
1566;9f9f620a-5c5a-4b27-ae8c-9c3a1ec1b216;syzygium p. browne ex gaertn.;;;;
1568;f0b1ad54-5a40-469e-9b14-a370df92becb;ficus septica burm. f.;;;;
1569;428b2d18-94f3-4b05-bbf4-b72664a36dd4;weda fragarioides welzen;;;;
1570;8893035f-a226-48b9-81cd-8e5f52b95942;orchidaceae juss.;;;;
1577;0b43c905-26f2-4f6c-bc59-8f00307ebec6;syzygium p. browne ex gaertn.;;;;
1578;fb6f1571-3f9f-4625-abb4-c3cefde47f17;syzygium p. browne ex gaertn.;;;;
1580;6c6e2f23-39f9-4d2c-8145-eea6d3ac6630;alyxia banks ex r. br.;;;;
